customerid,recency,frequency,monetary,churned,recency_log,frequency_log,monetary_log,r_score,f_score,m_score,rfm_score,churn_probability,intervention
14351.0,74,1,51.0,1,4.31748811353631,0.6931471805599453,3.9512437185814275,3,1,1,5,0.81,Lost Cause
14352.0,66,4,1078.96,1,4.204692619390966,1.6094379124341003,6.984679282395341,3,4,4,11,0.72,Save
14353.0,124,1,90.6,1,4.8283137373023015,0.6931471805599453,4.517431271680085,2,1,1,4,0.98,Lost Cause
14355.0,275,1,174.4,1,5.62040086571715,0.6931471805599453,5.1670690799380825,1,1,1,3,0.81,Lost Cause
14360.0,4,1,1124.49,0,1.6094379124341003,0.6931471805599453,7.025973775367289,5,1,4,10,0.14,Protect
14364.0,18,8,3717.35,1,2.9444389791664403,2.1972245773362196,8.221035300483413,5,5,5,15,0.0,Protect
14367.0,47,10,5419.7,0,3.871201010907891,2.3978952727983707,8.597980237385896,4,5,5,14,0.0,Protect
14368.0,229,1,155.0,1,5.438079308923196,0.6931471805599453,5.049856007249537,1,1,1,3,0.88,Lost Cause
14371.0,204,1,100.5,1,5.3230099791384085,0.6931471805599453,4.620058798481842,1,1,1,3,0.87,Lost Cause
14373.0,267,1,76.55,1,5.5909869805108565,0.6931471805599453,4.350922889622548,1,1,1,3,0.91,Lost Cause
14375.0,94,1,235.56,1,4.553876891600541,0.6931471805599453,5.466201875544222,3,1,2,6,0.82,Lost Cause
14377.0,100,2,617.05,1,4.61512051684126,1.0986122886681098,6.426569360333832,2,3,3,8,0.77,Save
14379.0,204,1,110.98,0,5.3230099791384085,0.6931471805599453,4.718320283920748,1,1,1,3,0.27,Maintain
14383.0,73,1,242.09,0,4.30406509320417,0.6931471805599453,5.493431745140744,3,1,2,6,0.18,Maintain
14386.0,206,1,142.4,1,5.332718793265369,0.6931471805599453,4.96563792816552,1,1,1,3,0.74,Lost Cause
14387.0,18,1,440.76,0,2.9444389791664403,0.6931471805599453,6.090766748181844,5,1,3,9,0.06,Maintain
14388.0,0,6,2277.77,0,0.0,1.9459101490553132,7.7313911026959925,5,5,5,15,0.0,Protect
14389.0,100,1,311.14,0,4.61512051684126,0.6931471805599453,5.7434518051144074,2,1,2,5,0.29,Maintain
14390.0,53,4,1590.71,0,3.9889840465642745,1.6094379124341003,7.372564189007014,3,4,5,12,0.11,Protect
14393.0,127,1,67.95,1,4.852030263919617,0.6931471805599453,4.233381604239311,2,1,1,4,0.92,Lost Cause
14395.0,87,6,1952.32,0,4.477336814478207,1.9459101490553132,7.577285767941085,3,5,5,13,0.08,Protect
14396.0,280,1,110.35000000000001,0,5.638354669333745,0.6931471805599453,4.712678393703377,1,1,1,3,0.14,Maintain
14397.0,3,10,1036.1200000000001,0,1.3862943611198906,2.3978952727983707,6.944202919953183,5,5,4,14,0.01,Protect
14400.0,58,1,574.7,1,4.07753744390572,0.6931471805599453,6.355586691681764,3,1,3,7,0.18,Protect
14401.0,5,10,3079.38,0,1.791759469228055,2.3978952727983707,8.032808244980727,5,5,5,15,0.14,Protect
14403.0,39,4,1475.81,1,3.6888794541139363,1.6094379124341003,7.297639635123279,4,4,4,12,0.56,Save
14404.0,18,5,1322.52,0,2.9444389791664403,1.791759469228055,7.1880501329999005,5,5,4,14,0.02,Protect
14406.0,28,1,156.75,1,3.367295829986474,0.6931471805599453,5.061011501421323,4,1,1,6,0.77,Lost Cause
14407.0,16,5,2142.73,1,2.833213344056216,1.791759469228055,7.670302581424666,5,5,5,15,0.13,Protect
14408.0,4,6,2290.81,0,1.6094379124341003,1.9459101490553132,7.737097177365323,5,5,5,15,0.0,Protect
14409.0,32,5,1943.73,0,3.4965075614664802,1.791759469228055,7.572878428935788,4,5,5,14,0.07,Protect
14410.0,1,9,1099.27,1,0.6931471805599453,2.302585092994046,7.003310883212878,5,5,4,14,0.75,Save
14411.0,220,1,1063.0,1,5.3981627015177525,0.6931471805599453,6.96979066990159,1,1,4,6,0.87,Save
14413.0,271,1,121.05,1,5.605802066295998,0.6931471805599453,4.804430796838969,1,1,1,3,0.84,Lost Cause
14414.0,1,7,1496.98,1,0.6931471805599453,2.0794415416798357,7.311872812853191,5,5,4,14,0.68,Save
14415.0,7,9,3766.13,0,2.0794415416798357,2.302585092994046,8.234068717316912,5,5,5,15,0.0,Protect
14418.0,17,1,150.44,0,2.8903717578961645,0.6931471805599453,5.020189506901067,5,1,1,7,0.32,Maintain
14419.0,162,2,307.14,0,5.093750200806762,1.0986122886681098,5.730554225153629,2,3,2,7,0.76,Lost Cause
14420.0,8,1,387.52,1,2.1972245773362196,0.6931471805599453,5.962344648534129,5,1,3,9,0.73,Lost Cause
14421.0,121,1,455.18,0,4.804021044733257,0.6931471805599453,6.1228874684684005,2,1,3,6,0.28,Maintain
14422.0,79,2,1032.15,0,4.382026634673881,1.0986122886681098,6.940367666709614,3,3,4,10,0.51,Save
14423.0,127,1,265.2,1,4.852030263919617,0.6931471805599453,5.5842479059610115,2,1,2,5,0.92,Lost Cause
14426.0,50,6,2885.58,0,3.9318256327243257,1.9459101490553132,7.967827689342981,4,5,5,14,0.01,Protect
14428.0,149,2,330.62,0,5.0106352940962555,1.0986122886681098,5.803989735073227,2,3,2,7,0.14,Maintain
14431.0,212,1,470.36,1,5.3612921657094255,0.6931471805599453,6.1556221332742656,1,1,3,5,1.0,Lost Cause
14436.0,8,1,89.06,1,2.1972245773362196,0.6931471805599453,4.500476114873425,5,1,1,7,0.91,Lost Cause
14437.0,275,1,63.0,1,5.62040086571715,0.6931471805599453,4.1588830833596715,1,1,1,3,0.91,Lost Cause
14438.0,215,1,131.9,1,5.375278407684165,0.6931471805599453,4.8895969657192,1,1,1,3,0.87,Lost Cause
14440.0,226,2,1185.71,0,5.424950017481403,1.0986122886681098,7.078940051365175,1,3,4,8,0.26,Protect
14441.0,4,2,697.4,0,1.6094379124341003,1.0986122886681098,6.548792004525392,5,3,3,11,0.15,Protect
14443.0,48,3,991.52,0,3.8918202981106265,1.3862943611198906,6.900247163491815,4,4,4,12,0.1,Protect
14446.0,156,1,303.04,0,5.056245805348308,0.6931471805599453,5.71715927169784,2,1,2,5,0.27,Maintain
14447.0,105,2,601.03,0,4.663439094112067,1.0986122886681098,6.400307277954197,2,3,3,8,0.38,Protect
14448.0,273,1,102.35000000000001,0,5.6131281063880705,0.6931471805599453,4.638121286127777,1,1,1,3,0.14,Maintain
14449.0,156,2,399.91,0,5.056245805348308,1.0986122886681098,5.993736963213647,2,3,3,8,0.36,Maintain
14450.0,90,3,483.25,1,4.51085950651685,1.3862943611198906,6.182601302287106,3,4,3,10,0.87,Lost Cause
14451.0,104,1,360.0,0,4.653960350157523,0.6931471805599453,5.8888779583328805,2,1,2,5,0.89,Lost Cause
14452.0,3,1,127.37,0,1.3862943611198906,0.6931471805599453,4.854916719096835,5,1,1,7,0.25,Maintain
14453.0,99,1,119.93,1,4.605170185988092,0.6931471805599453,4.795211865797184,3,1,1,5,0.81,Lost Cause
14456.0,40,3,633.69,0,3.713572066704308,1.3862943611198906,6.453136690713278,4,4,3,11,0.26,Protect
14457.0,220,1,113.64,1,5.3981627015177525,0.6931471805599453,4.741796783519916,1,1,1,3,0.93,Lost Cause
14459.0,64,1,1837.92,1,4.174387269895637,0.6931471805599453,7.516933721754878,3,1,5,9,0.82,Save
14460.0,19,3,434.34,1,2.995732273553991,1.3862943611198906,6.076127334986691,5,4,3,12,0.68,Lost Cause
14461.0,57,3,2102.67,1,4.060443010546419,1.3862943611198906,7.651438717449813,3,4,5,12,0.66,Save
14462.0,30,9,1505.65,0,3.4339872044851463,2.302585092994046,7.317643922150081,4,5,4,13,0.02,Protect
14463.0,7,3,529.62,1,2.0794415416798357,1.3862943611198906,6.2740461341708045,5,4,3,12,0.6,Lost Cause
14465.0,156,3,1038.44,1,5.056245805348308,1.3862943611198906,6.946437385574481,2,4,4,10,0.01,Protect
14466.0,25,5,1580.45,0,3.258096538021482,1.791759469228055,7.366097426691068,4,5,5,14,0.06,Protect
14467.0,222,1,131.7,0,5.407171771460119,0.6931471805599453,4.888090941338162,1,1,1,3,0.31,Maintain
14470.0,197,1,297.64,0,5.288267030694535,0.6931471805599453,5.699238834606328,1,1,2,4,0.33,Maintain
14472.0,13,8,1852.67,1,2.6390573296152584,2.1972245773362196,7.524922736755564,5,5,5,15,0.65,Save
14473.0,191,1,85.0,0,5.2574953720277815,0.6931471805599453,4.454347296253507,1,1,1,3,0.42,Maintain
14475.0,95,2,622.1700000000001,0,4.564348191467836,1.0986122886681098,6.434819354758556,3,3,3,9,0.11,Protect
14476.0,166,1,193.0,1,5.117993812416755,0.6931471805599453,5.267858159063328,2,1,1,4,0.68,Lost Cause
14477.0,93,2,523.0,0,4.543294782270004,1.0986122886681098,6.261491684321042,3,3,3,9,0.07,Maintain
14479.0,163,2,316.25,1,5.099866427824199,1.0986122886681098,5.759690106594497,2,3,2,7,0.72,Lost Cause
14481.0,74,2,636.51,1,4.31748811353631,1.0986122886681098,6.457569963184063,3,3,3,9,0.86,Save
14482.0,8,2,465.95000000000005,0,2.1972245773362196,1.0986122886681098,6.146222185555727,5,3,3,11,0.19,Maintain
14483.0,191,1,137.1,1,5.2574953720277815,0.6931471805599453,4.9279780604152466,1,1,1,3,0.75,Lost Cause
14487.0,277,1,125.10000000000001,0,5.627621113690637,0.6931471805599453,4.837075242970874,1,1,1,3,0.21,Maintain
14489.0,116,1,463.38,1,4.762173934797756,0.6931471805599453,6.14070318257422,2,1,3,6,0.58,Lost Cause
14491.0,84,2,340.93,1,4.442651256490317,1.0986122886681098,5.834606037750557,3,3,2,8,0.77,Lost Cause
14493.0,64,1,611.22,0,4.174387269895637,0.6931471805599453,6.417091695040088,3,1,3,7,0.14,Protect
14495.0,30,1,40.6,0,3.4339872044851463,0.6931471805599453,3.728100167267218,4,1,1,6,0.27,Maintain
14496.0,221,2,538.8100000000001,1,5.402677381872279,1.0986122886681098,6.2912172257920815,1,3,3,7,0.79,Save
14497.0,218,1,475.37,1,5.389071729816501,0.6931471805599453,6.166194863206115,1,1,3,5,1.0,Lost Cause
14498.0,25,4,1281.79,0,3.258096538021482,1.6094379124341003,7.156792672341156,4,4,4,12,0.09,Protect
14499.0,43,2,367.81,0,3.784189633918261,1.0986122886681098,5.910281606282297,4,3,2,9,0.1,Maintain
14500.0,21,2,335.85,0,3.091042453358316,1.0986122886681098,5.819637727406669,4,3,2,9,0.2,Maintain
14501.0,93,2,251.21,1,4.543294782270004,1.0986122886681098,5.530262073815315,3,3,2,8,0.76,Lost Cause
14502.0,58,7,1163.22,0,4.07753744390572,2.0794415416798357,7.05980661386891,3,5,4,12,0.04,Protect
14503.0,88,1,597.07,0,4.48863636973214,0.6931471805599453,6.3937078039562,3,1,3,7,0.16,Protect
14504.0,152,3,542.71,0,5.030437921392435,1.3862943611198906,6.298416016478597,2,4,3,9,0.14,Protect
14505.0,18,6,4222.74,0,2.9444389791664403,1.9459101490553132,8.34847627046133,5,5,5,15,0.06,Protect
14506.0,71,3,818.96,0,4.276666119016055,1.3862943611198906,6.709255558580687,3,4,4,11,0.23,Protect
14507.0,10,4,924.6899999999999,0,2.3978952727983707,1.6094379124341003,6.830539405378974,5,4,4,13,0.09,Protect
14511.0,1,2,329.89,0,0.6931471805599453,1.0986122886681098,5.801785993860459,5,3,2,10,0.24,Maintain
14512.0,97,2,275.28,1,4.584967478670572,1.0986122886681098,5.621414844220772,3,3,2,8,0.79,Lost Cause
14513.0,10,3,455.59000000000003,1,2.3978952727983707,1.3862943611198906,6.1237858328484185,5,4,3,12,0.64,Lost Cause
14514.0,110,2,403.11,0,4.709530201312334,1.0986122886681098,6.001687118128156,2,3,3,8,0.12,Maintain
14515.0,100,2,765.65,0,4.61512051684126,1.0986122886681098,6.642030373882398,2,3,4,9,0.15,Protect
14517.0,51,1,252.45,0,3.9512437185814275,0.6931471805599453,5.535166564918359,4,1,2,7,0.25,Maintain
14520.0,200,1,165.0,0,5.303304908059076,0.6931471805599453,5.111987788356544,1,1,1,3,0.07,Maintain
14522.0,1,2,760.7,0,0.6931471805599453,1.0986122886681098,6.635552777378742,5,3,4,12,0.07,Protect
14523.0,17,1,241.09,1,2.8903717578961645,0.6931471805599453,5.489309557845162,5,1,2,8,0.87,Lost Cause
14524.0,88,5,1028.8700000000001,0,4.48863636973214,1.791759469228055,6.937187859665843,3,5,4,12,0.12,Protect
14525.0,9,7,2820.29,0,2.302585092994046,2.0794415416798357,7.944949506143776,5,5,5,15,0.03,Protect
14527.0,8,40,5280.42,0,2.1972245773362196,3.713572066704308,8.57195027993653,5,5,5,15,0.0,Protect
14529.0,19,1,135.24,0,2.995732273553991,0.6931471805599453,4.914418036354433,5,1,1,7,0.17,Maintain
14530.0,2,5,2482.32,0,1.0986122886681098,1.791759469228055,7.8173516535635645,5,5,5,15,0.0,Protect
14532.0,145,4,932.85,1,4.983606621708336,1.6094379124341003,6.839315825759616,2,4,4,10,0.7,Save
14533.0,22,2,734.98,0,3.1354942159291497,1.0986122886681098,6.601202944446615,4,3,4,11,0.11,Protect
14534.0,5,14,3029.7400000000002,0,1.791759469228055,2.70805020110221,8.016562093107927,5,5,5,15,0.0,Protect
14535.0,36,2,1652.81,0,3.6109179126442243,1.0986122886681098,7.410836995950158,4,3,5,12,0.58,Save
14536.0,169,1,170.95,1,5.135798437050262,0.6931471805599453,5.147203736878275,2,1,1,4,0.79,Lost Cause
14538.0,165,1,106.5,0,5.111987788356544,0.6931471805599453,4.677490847567717,2,1,1,4,0.34,Maintain
14540.0,218,1,195.9,0,5.389071729816501,0.6931471805599453,5.28269598564508,1,1,1,3,0.29,Maintain
14541.0,78,7,1307.35,0,4.3694478524670215,2.0794415416798357,7.176522080320764,3,5,4,12,0.01,Protect
14542.0,95,1,103.25,1,4.564348191467836,0.6931471805599453,4.646791860678911,3,1,1,5,0.55,Lost Cause
14543.0,18,13,3199.85,0,2.9444389791664403,2.6390573296152584,8.071171678515743,5,5,5,15,0.01,Protect
14544.0,270,1,1101.77,0,5.602118820879701,0.6931471805599453,7.005580475297575,1,1,4,6,0.22,Protect
14546.0,111,2,874.88,0,4.718498871295094,1.0986122886681098,6.775229095251541,2,3,4,9,0.4,Protect
14548.0,60,2,652.8,1,4.110873864173311,1.0986122886681098,6.48280149429011,3,3,3,9,0.84,Save
14549.0,220,1,289.24,1,5.3981627015177525,0.6931471805599453,5.670708166926771,1,1,2,4,0.87,Lost Cause
14551.0,113,1,125.43,0,4.736198448394496,0.6931471805599453,4.839688795323807,2,1,1,4,0.22,Maintain
14552.0,61,1,164.22,1,4.127134385045092,0.6931471805599453,5.10727791913436,3,1,1,5,0.72,Lost Cause
14553.0,128,2,312.32,0,4.859812404361672,1.0986122886681098,5.7472250324990375,2,3,2,7,0.84,Lost Cause
14555.0,211,1,186.34,0,5.356586274672012,0.6931471805599453,5.232925147780985,1,1,1,3,0.16,Maintain
14560.0,4,15,1565.1999999999998,0,1.6094379124341003,2.772588722239781,7.356407582316837,5,5,4,14,0.01,Protect
14561.0,71,2,566.99,0,4.276666119016055,1.0986122886681098,6.3421038129323675,3,3,3,9,0.28,Protect
14562.0,1,7,2309.38,0,0.6931471805599453,2.0794415416798357,7.745167292151344,5,5,5,15,0.01,Protect
14565.0,5,4,3099.12,1,1.791759469228055,1.6094379124341003,8.039196099401456,5,4,5,14,0.81,Save
14567.0,39,1,800.76,0,3.6888794541139363,0.6931471805599453,6.686809311211414,4,1,4,9,0.32,Protect
14570.0,190,2,217.21,1,5.25227342804663,1.0986122886681098,5.385457901863037,1,3,2,6,0.83,Lost Cause
14572.0,19,5,2063.2400000000002,0,2.995732273553991,1.791759469228055,7.632517398911334,5,5,5,15,0.12,Protect
14573.0,89,9,1639.82,1,4.499809670330265,2.302585092994046,7.402951395859895,3,5,5,13,0.73,Save
14576.0,281,1,35.400000000000006,1,5.641907070938114,0.6931471805599453,3.594568774642695,1,1,1,3,0.81,Lost Cause
14577.0,73,3,646.64,0,4.30406509320417,1.3862943611198906,6.473334986418552,3,4,3,10,0.07,Protect
14583.0,53,4,741.72,0,3.9889840465642745,1.6094379124341003,6.6103191230860725,3,4,4,11,0.08,Protect
14584.0,78,4,1033.06,1,4.3694478524670215,1.6094379124341003,6.941248080464172,3,4,4,11,0.16,Protect
14586.0,186,1,237.35999999999999,1,5.231108616854587,0.6931471805599453,5.473782135878778,1,1,2,4,0.7,Lost Cause
14587.0,93,8,1452.68,0,4.543294782270004,2.1972245773362196,7.281853551340801,3,5,4,12,0.01,Protect
14589.0,281,1,39.75,1,5.641907070938114,0.6931471805599453,3.7074558396868715,1,1,1,3,0.88,Lost Cause
14591.0,122,1,204.02,0,4.812184355372417,0.6931471805599453,5.3231075353552555,2,1,1,4,0.34,Maintain
14593.0,108,2,339.59,0,4.6913478822291435,1.0986122886681098,5.830679407844552,2,3,2,7,0.22,Maintain
14594.0,282,1,255.0,0,5.645446897643238,0.6931471805599453,5.545177444479562,1,1,2,4,0.05,Maintain
14595.0,222,1,163.8,0,5.407171771460119,0.6931471805599453,5.1047326174753715,1,1,1,3,0.13,Maintain
14597.0,101,1,165.1,0,4.624972813284271,0.6931471805599453,5.112590016619249,2,1,1,4,0.04,Maintain
14600.0,215,1,393.33000000000004,1,5.375278407684165,0.6931471805599453,5.977188122189173,1,1,3,5,0.96,Lost Cause
14603.0,184,1,660.0,1,5.220355825078324,0.6931471805599453,6.493753839851686,1,1,3,5,0.74,Save
14606.0,3,68,9358.91,0,1.3862943611198906,4.23410650459726,9.144190954040795,5,5,5,15,0.0,Protect
14607.0,170,1,495.0,0,5.14166355650266,0.6931471805599453,6.206575926724928,2,1,3,6,0.38,Maintain
14608.0,271,1,204.0,0,5.605802066295998,0.6931471805599453,5.3230099791384085,1,1,1,3,0.34,Maintain
14609.0,52,3,486.36,0,3.970291913552122,1.3862943611198906,6.189003069706797,4,4,3,11,0.16,Maintain
14616.0,152,3,406.08000000000004,1,5.030437921392435,1.3862943611198906,6.009009726323731,2,4,3,9,0.9,Lost Cause
14618.0,247,1,211.8,0,5.5134287461649825,0.6931471805599453,5.360352757467489,1,1,2,4,0.28,Maintain
14619.0,155,1,394.44,1,5.049856007249537,0.6931471805599453,5.979999068998704,2,1,3,6,0.99,Lost Cause
14620.0,115,2,412.78000000000003,1,4.7535901911063645,1.0986122886681098,6.0253344316155975,2,3,3,8,0.69,Lost Cause
14621.0,66,3,1002.9100000000001,0,4.204692619390966,1.3862943611198906,6.911657654799378,3,4,4,11,0.06,Protect
14622.0,94,1,320.58000000000004,1,4.553876891600541,0.6931471805599453,5.773246346316266,3,1,2,6,0.89,Lost Cause
14623.0,25,3,601.48,0,3.258096538021482,1.3862943611198906,6.401054469793096,4,4,3,11,0.28,Protect
14625.0,105,2,899.63,1,4.663439094112067,1.0986122886681098,6.803094518438584,2,3,4,9,0.89,Save
14626.0,32,2,1571.29,0,3.4965075614664802,1.0986122886681098,7.360288434346611,4,3,4,11,0.36,Protect
14628.0,0,2,671.96,1,0.0,1.0986122886681098,6.511685892514335,5,3,3,11,0.86,Save
14631.0,144,2,630.08,0,4.976733742420574,1.0986122886681098,6.447432637389253,2,3,3,8,0.18,Protect
14632.0,172,1,114.56,1,5.153291594497779,0.6931471805599453,4.749789875598035,1,1,1,3,0.95,Lost Cause
14633.0,175,1,344.90000000000003,1,5.170483995038151,0.6931471805599453,5.846149715943123,1,1,2,4,0.97,Lost Cause
14636.0,178,1,300.19,0,5.187385805840755,0.6931471805599453,5.70774129484338,1,1,2,4,0.32,Maintain
14639.0,29,4,1989.23,0,3.4011973816621555,1.6094379124341003,7.596005488929376,4,4,5,13,0.06,Protect
14640.0,37,4,1483.3600000000001,0,3.6375861597263857,1.6094379124341003,7.30273898190879,4,4,4,12,0.12,Protect
14643.0,79,2,693.8100000000001,1,4.382026634673881,1.0986122886681098,6.54363842689435,3,3,3,9,0.69,Save
14644.0,207,1,187.50000000000003,0,5.337538079701318,0.6931471805599453,5.2390980068880655,1,1,1,3,0.07,Maintain
14645.0,66,2,597.09,1,4.204692619390966,1.0986122886681098,6.393741244298632,3,3,3,9,0.93,Save
14647.0,110,1,236.04000000000002,1,4.709530201312334,0.6931471805599453,5.4682289032653095,2,1,2,5,0.79,Lost Cause
14649.0,121,2,582.12,0,4.804021044733257,1.0986122886681098,6.368392997073958,2,3,3,8,0.42,Protect
14651.0,120,1,415.47,0,4.795790545596741,0.6931471805599453,6.031814430201173,2,1,3,6,0.2,Maintain
14653.0,247,1,344.81,0,5.5134287461649825,0.6931471805599453,5.845889491281031,1,1,2,4,0.21,Maintain
14655.0,131,1,810.56,0,4.882801922586371,0.6931471805599453,6.698958321374849,2,1,4,7,0.08,Protect
14656.0,78,2,291.05,1,4.3694478524670215,1.0986122886681098,5.676925020486318,3,3,2,8,0.88,Lost Cause
14657.0,64,3,638.94,0,4.174387269895637,1.3862943611198906,6.4613744219589115,3,4,3,10,0.14,Protect
14658.0,26,1,123.14,0,3.295836866004329,0.6931471805599453,4.821409960985506,4,1,1,6,0.17,Maintain
14659.0,55,6,1641.55,0,4.02535169073515,1.9459101490553132,7.40400519129574,3,5,5,13,0.07,Protect
14660.0,10,1,128.95,0,2.3978952727983707,0.6931471805599453,4.867149761087499,5,1,1,7,0.17,Maintain
14662.0,144,3,512.28,0,4.976733742420574,1.3862943611198906,6.240821505238095,2,4,3,9,0.61,Lost Cause
14665.0,206,3,731.66,0,5.332718793265369,1.3862943611198906,6.596681747072985,1,4,3,8,0.21,Protect
14667.0,4,18,6007.21,0,1.6094379124341003,2.9444389791664403,8.700882146228588,5,5,5,15,0.0,Protect
14669.0,151,3,1259.24,1,5.0238805208462765,1.3862943611198906,7.139057457997714,2,4,4,10,0.14,Protect
14670.0,189,2,392.86,1,5.247024072160486,1.0986122886681098,5.97599551620405,1,3,3,7,0.9,Lost Cause
14672.0,144,2,765.5500000000001,1,4.976733742420574,1.0986122886681098,6.641899927756463,2,3,4,9,0.87,Save
14673.0,277,1,373.49,0,5.627621113690637,0.6931471805599453,5.925565100331069,1,1,2,4,0.09,Maintain
14676.0,57,4,1690.92,0,4.060443010546419,1.6094379124341003,7.433619257724494,3,4,5,12,0.1,Protect
14680.0,4,14,25422.56,0,1.6094379124341003,2.70805020110221,10.143431582144673,5,5,5,15,0.0,Protect
14681.0,121,1,393.95,0,4.804021044733257,0.6931471805599453,5.9787591746104285,2,1,3,6,0.22,Maintain
14682.0,97,2,52.0,1,4.584967478670572,1.0986122886681098,3.970291913552122,3,3,1,7,0.86,Lost Cause
14684.0,124,2,493.44,0,4.8283137373023015,1.0986122886681098,6.203425809019622,2,3,3,8,0.2,Maintain
14687.0,16,1,628.38,1,2.833213344056216,0.6931471805599453,6.444735207830545,5,1,3,9,0.81,Save
14688.0,2,16,4186.45,0,1.0986122886681098,2.833213344056216,8.339847235763528,5,5,5,15,0.0,Protect
14689.0,118,1,112.80000000000001,1,4.77912349311153,0.6931471805599453,4.73444252169223,2,1,1,4,0.68,Lost Cause
14690.0,61,1,212.56,0,4.127134385045092,0.6931471805599453,5.3639178236319855,3,1,2,6,0.25,Maintain
14691.0,6,2,1274.68,0,1.9459101490553132,1.0986122886681098,7.151234648754185,5,3,4,12,0.18,Protect
14692.0,46,4,591.55,1,3.8501476017100584,1.6094379124341003,6.384435257634458,4,4,3,11,0.73,Save
14693.0,173,1,172.9,1,5.159055299214529,0.6931471805599453,5.158480421360237,1,1,1,3,0.87,Lost Cause
14696.0,29,5,1458.54,0,3.4011973816621555,1.791759469228055,7.285876596564726,4,5,4,13,0.02,Protect
14697.0,127,2,188.61,1,4.852030263919617,1.0986122886681098,5.2449693310461125,2,3,1,6,0.98,Lost Cause
14699.0,123,1,109.13000000000001,1,4.820281565605037,0.6931471805599453,4.701661486176853,2,1,1,4,0.9,Lost Cause
14700.0,99,2,1541.1,0,4.605170185988092,1.0986122886681098,7.3409004028636105,3,3,4,10,0.25,Protect
14701.0,82,7,1941.43,0,4.418840607796598,2.0794415416798357,7.571695045556453,3,5,5,13,0.07,Protect
14702.0,26,9,1651.25,0,3.295836866004329,2.302585092994046,7.409893274350562,4,5,5,14,0.0,Protect
14704.0,52,2,207.5,0,3.970291913552122,1.0986122886681098,5.339939041238856,4,3,2,9,0.2,Maintain
14705.0,108,1,179.0,1,4.6913478822291435,0.6931471805599453,5.19295685089021,2,1,1,4,0.21,Maintain
14708.0,63,2,701.1800000000001,0,4.1588830833596715,1.0986122886681098,6.55418978141473,3,3,3,9,0.14,Protect
14709.0,3,9,3952.7400000000002,0,1.3862943611198906,2.302585092994046,8.282417245372272,5,5,5,15,0.0,Protect
14711.0,0,9,2355.63,0,0.0,2.302585092994046,7.764987911402744,5,5,5,15,0.01,Protect
14712.0,21,1,115.72,0,3.091042453358316,0.6931471805599453,4.7597779042145305,4,1,1,6,0.29,Maintain
14713.0,8,9,2029.61,0,2.1972245773362196,2.302585092994046,7.616091519507808,5,5,5,15,0.01,Protect
14715.0,4,3,594.75,0,1.6094379124341003,1.3862943611198906,6.389821115978852,5,4,3,12,0.06,Protect
14716.0,58,1,181.72,0,4.07753744390572,0.6931471805599453,5.207954926467646,3,1,1,5,0.23,Maintain
14719.0,88,2,488.12,0,4.48863636973214,1.0986122886681098,6.192607858142525,3,3,3,9,0.11,Maintain
14720.0,36,1,155.8,0,3.6109179126442243,0.6931471805599453,5.054971107916307,4,1,1,6,0.25,Maintain
14722.0,56,1,180.42,1,4.04305126783455,0.6931471805599453,5.200814785186798,3,1,1,5,0.73,Lost Cause
14723.0,267,3,453.95,0,5.5909869805108565,1.3862943611198906,6.120187522802699,1,4,3,8,0.24,Maintain
14727.0,183,1,268.58,1,5.214935757608986,0.6931471805599453,5.596865192310124,1,1,2,4,0.87,Lost Cause
14729.0,283,1,313.49,1,5.648974238161206,0.6931471805599453,5.750952279132591,1,1,2,4,0.88,Lost Cause
14730.0,16,5,872.13,0,2.833213344056216,1.791759469228055,6.772084456551737,5,5,4,14,0.01,Protect
14731.0,115,2,251.01999999999998,0,4.7535901911063645,1.0986122886681098,5.529508449441547,2,3,2,7,0.5,Lost Cause
14732.0,53,5,1618.3,0,3.9889840465642745,1.791759469228055,7.3897492360794255,3,5,5,13,0.16,Protect
14733.0,20,11,9044.2,0,3.044522437723423,2.4849066497880004,9.10998950924884,4,5,5,14,0.0,Protect
14735.0,8,23,3595.71,0,2.1972245773362196,3.1780538303479458,8.187774817704263,5,5,5,15,0.0,Protect
14737.0,38,2,1081.75,0,3.6635616461296463,1.0986122886681098,6.987259380094736,4,3,4,11,0.22,Protect
14738.0,43,5,757.6500000000001,0,3.784189633918261,1.791759469228055,6.63154053797125,4,5,4,13,0.03,Protect
14739.0,3,4,2247.58,0,1.3862943611198906,1.6094379124341003,7.718054184852907,5,4,5,14,0.16,Protect
14740.0,106,3,1448.21,1,4.672828834461906,1.3862943611198906,7.278773859355933,2,4,4,10,0.31,Protect
14741.0,22,4,864.96,0,3.1354942159291497,1.6094379124341003,6.76383871811923,4,4,4,12,0.08,Protect
14744.0,207,5,928.03,0,5.337538079701318,1.791759469228055,6.834141031080382,1,5,4,10,0.27,Protect
14745.0,22,5,1220.26,1,3.1354942159291497,1.791759469228055,7.107638391655096,4,5,4,13,0.08,Protect
14747.0,158,1,328.2,1,5.0689042022202315,0.6931471805599453,5.796665468802915,2,1,2,5,0.94,Lost Cause
14748.0,33,4,1118.77,0,3.5263605246161616,1.6094379124341003,7.020878586057618,4,4,4,12,0.05,Protect
14754.0,205,1,228.27,0,5.327876168789581,0.6931471805599453,5.434900348334571,1,1,2,4,0.22,Maintain
14755.0,22,7,2867.68,0,3.1354942159291497,2.0794415416798357,7.961607272639689,4,5,5,14,0.0,Protect
