index,customerid,Recency,Frequency,Monetary,R_log,F_log,M_log,R_Score,F_Score,M_Score,RFM_Segment,RFM_Score,Customer_Segment,Cluster,Cluster_Label
821,13984.0,27,5,920.51,3.332204510175204,1.791759469228055,6.8260136289229445,4,4,4,444,12,At Risk,2,Potential Loyals
822,13985.0,4,15,7060.13,1.6094379124341005,2.772588722239781,8.862360374336811,5,5,5,555,15,Champions,1,Champions
823,13986.0,17,1,320.46,2.8903717578961645,0.6931471805599453,5.7728731191409945,4,1,2,412,7,Potential Loyalists,3,Lost/Inactive
824,13988.0,20,6,4147.96,3.044522437723423,1.9459101490553128,8.330612979409075,4,5,5,455,14,At Risk,1,Champions
825,13989.0,66,2,1266.08,4.204692619390966,1.0986122886681098,7.144470319606423,3,2,4,324,9,Potential Loyalists,2,Potential Loyals
826,13990.0,213,1,311.3,5.365976015021851,0.6931471805599453,5.7439642642890325,1,1,2,112,4,Lost,0,Loyal Base
827,13991.0,12,6,851.88,2.5649493574615367,1.9459101490553128,6.74861885764222,5,5,3,553,13,Champions,2,Potential Loyals
828,13992.0,30,1,76.8,3.4339872044851463,0.6931471805599453,4.354141431184346,4,1,1,411,6,Potential Loyalists,3,Lost/Inactive
829,13993.0,43,9,3466.36,3.784189633918261,2.302585092994046,8.151148776464021,3,5,5,355,13,At Risk,1,Champions
830,13994.0,4,6,2274.14,1.6094379124341005,1.9459101490553128,7.729796867953175,5,5,5,555,15,Champions,1,Champions
831,13995.0,15,5,1393.69,2.772588722239781,1.791759469228055,7.240427447338227,4,4,4,444,12,At Risk,2,Potential Loyals
832,13999.0,10,12,3901.81,2.3978952727983707,2.5649493574615367,8.269452085493503,5,5,5,555,15,Champions,1,Champions
833,14000.0,211,1,635.66,5.356586274672012,0.6931471805599453,6.456235761113554,1,1,3,113,5,Lost,0,Loyal Base
834,14001.0,46,3,2043.08,3.8501476017100575,1.3862943611198906,7.622703089500935,3,3,5,335,11,At Risk,2,Potential Loyals
835,14002.0,134,2,529.73,4.90527477843843,1.0986122886681098,6.274253417348632,2,2,3,223,7,Potential Loyalists,0,Loyal Base
836,14004.0,43,7,4582.64,3.784189633918261,2.079441541679836,8.430248721279204,3,5,5,355,13,At Risk,2,Potential Loyals
837,14005.0,10,5,2874.72,2.3978952727983707,1.791759469228055,7.964058356660503,5,4,5,545,14,At Risk,1,Champions
838,14006.0,116,3,962.19,4.762173934797756,1.3862943611198906,6.870250692440862,2,3,4,234,9,At Risk,2,Potential Loyals
839,14009.0,198,2,695.61,5.293304824724492,1.0986122886681098,6.546225713269575,1,2,3,123,6,Potential Loyalists,0,Loyal Base
840,14012.0,278,1,328.8,5.631211781821365,0.6931471805599453,5.7984864101254985,1,1,2,112,4,Lost,0,Loyal Base
841,14013.0,110,3,473.02,4.709530201312334,1.3862943611198906,6.161249514897758,2,3,3,233,8,At Risk,0,Loyal Base
842,14014.0,77,1,505.18,4.356708826689592,0.6931471805599453,6.226892337255411,2,1,3,213,6,Potential Loyalists,0,Loyal Base
843,14015.0,53,1,917.34,3.9889840465642745,0.6931471805599453,6.8225676924206855,3,1,4,314,8,Potential Loyalists,3,Lost/Inactive
844,14019.0,47,3,1421.61,3.871201010907891,1.3862943611198906,7.260248491657529,3,3,4,334,10,At Risk,2,Potential Loyals
845,14020.0,17,2,642.8,2.8903717578961645,1.0986122886681098,6.467388118864708,4,2,3,423,9,Potential Loyalists,3,Lost/Inactive
846,14021.0,155,3,631.9,5.049856007249537,1.3862943611198906,6.45031243178126,2,3,3,233,8,At Risk,2,Potential Loyals
847,14022.0,225,1,440.0,5.420534999272286,0.6931471805599453,6.089044875446846,1,1,2,112,4,Lost,0,Loyal Base
848,14023.0,7,2,584.07,2.079441541679836,1.0986122886681098,6.371731498193053,5,2,3,523,10,Others,3,Lost/Inactive
849,14024.0,122,2,327.7,4.812184355372417,1.0986122886681098,5.795145480670174,2,2,2,222,6,Potential Loyalists,0,Loyal Base
850,14027.0,61,1,104.82,4.127134385045092,0.6931471805599453,4.661739537475985,3,1,1,311,5,Potential Loyalists,0,Loyal Base
851,14029.0,63,2,467.66,4.158883083359672,1.0986122886681098,6.149877558850261,3,2,3,323,8,Potential Loyalists,0,Loyal Base
852,14030.0,18,8,2358.84,2.9444389791664403,2.19722457733622,7.766349099111192,4,5,5,455,14,At Risk,1,Champions
853,14031.0,7,19,17286.86,2.079441541679836,2.995732273553991,9.757759800051202,5,5,5,555,15,Champions,1,Champions
854,14032.0,2,11,2975.59,1.0986122886681098,2.4849066497880004,7.998533628991687,5,5,5,555,15,Champions,1,Champions
855,14034.0,22,3,648.89,3.1354942159291497,1.3862943611198906,6.476803117799309,4,3,3,433,10,At Risk,3,Lost/Inactive
856,14035.0,29,5,1428.02,3.4011973816621555,1.791759469228055,7.264744173633186,4,4,4,444,12,At Risk,2,Potential Loyals
857,14036.0,285,1,626.65,5.655991810819852,0.6931471805599453,6.441982686264217,1,1,3,113,5,Lost,0,Loyal Base
858,14037.0,176,2,147.20000000000002,5.176149732573829,1.0986122886681098,4.998562712861987,2,2,1,221,5,Potential Loyalists,0,Loyal Base
859,14038.0,78,3,1560.38,4.3694478524670215,1.3862943611198906,7.353325324586606,2,3,4,234,9,At Risk,2,Potential Loyals
860,14039.0,33,1,152.2,3.5263605246161616,0.6931471805599453,5.0317442573064906,4,1,1,411,6,Potential Loyalists,3,Lost/Inactive
861,14040.0,41,12,3560.32,3.737669618283368,2.5649493574615367,8.177886541638598,3,5,5,355,13,At Risk,1,Champions
862,14041.0,266,1,141.41,5.58724865840025,0.6931471805599453,4.958710221231336,1,1,1,111,3,Lost,0,Loyal Base
863,14044.0,27,4,646.42,3.332204510175204,1.6094379124341005,6.472995233816948,4,4,3,443,11,At Risk,2,Potential Loyals
864,14045.0,109,4,1659.75,4.700480365792417,1.6094379124341005,7.415024586545351,2,4,4,244,10,At Risk,2,Potential Loyals
865,14046.0,284,1,151.59,5.652489180268651,0.6931471805599453,5.0277545859036445,1,1,1,111,3,Lost,0,Loyal Base
866,14047.0,9,5,1308.61,2.302585092994046,1.791759469228055,7.177484661947137,5,4,4,544,13,At Risk,2,Potential Loyals
867,14048.0,305,1,409.93,5.723585101952381,0.6931471805599453,6.018422883689063,1,1,2,112,4,Lost,0,Loyal Base
868,14049.0,17,4,5578.72,2.8903717578961645,1.6094379124341005,8.626893874904868,4,4,5,445,13,At Risk,2,Potential Loyals
869,14050.0,32,2,746.36,3.49650756146648,1.0986122886681098,6.616546996753798,4,2,3,423,9,Potential Loyalists,3,Lost/Inactive
870,14051.0,1,23,15610.39,0.6931471805599453,3.1780538303479458,9.655756055028828,5,5,5,555,15,Champions,1,Champions
871,14052.0,20,1,225.36,3.044522437723423,0.6931471805599453,5.422126652274323,4,1,1,411,6,Potential Loyalists,3,Lost/Inactive
872,14053.0,124,2,260.25,4.8283137373023015,1.0986122886681098,5.565477803279021,2,2,2,222,6,Potential Loyalists,0,Loyal Base
873,14054.0,65,1,92.46,4.189654742026425,0.6931471805599453,4.53753353727228,3,1,1,311,5,Potential Loyalists,0,Loyal Base
874,14055.0,106,1,725.6400000000001,4.672828834461906,0.6931471805599453,6.588431169193958,2,1,3,213,6,Potential Loyalists,0,Loyal Base
875,14056.0,1,23,8152.71,0.6931471805599453,3.1780538303479458,9.006228317380044,5,5,5,555,15,Champions,1,Champions
876,14057.0,24,17,6211.66,3.218875824868201,2.8903717578961645,8.734344424600405,4,5,5,455,14,At Risk,1,Champions
877,14059.0,267,1,183.6,5.5909869805108565,0.6931471805599453,5.218191322068752,1,1,1,111,3,Lost,0,Loyal Base
878,14060.0,5,19,6140.42,1.791759469228055,2.995732273553991,8.722811264760628,5,5,5,555,15,Champions,1,Champions
879,14062.0,10,12,10464.85,2.3978952727983707,2.5649493574615367,9.255872854706382,5,5,5,555,15,Champions,1,Champions
880,14064.0,29,5,1334.34,3.4011973816621555,1.791759469228055,7.196941220056424,4,4,4,444,12,At Risk,2,Potential Loyals
881,14066.0,267,1,152.55,5.5909869805108565,0.6931471805599453,5.034026246886832,1,1,1,111,3,Lost,0,Loyal Base
882,14067.0,64,2,374.7,4.174387269895637,1.0986122886681098,5.928790952579924,3,2,2,322,7,Potential Loyalists,0,Loyal Base
883,14068.0,320,1,265.85,5.771441123130016,0.6931471805599453,5.586686702779954,1,1,2,112,4,Lost,0,Loyal Base
884,14071.0,4,8,1422.75,1.6094379124341005,2.19722457733622,7.261049514761392,5,5,4,554,14,Champions,1,Champions
885,14073.0,32,1,151.04,3.49650756146648,0.6931471805599453,5.024143644121048,4,1,1,411,6,Potential Loyalists,3,Lost/Inactive
886,14075.0,5,3,942.26,1.791759469228055,1.3862943611198906,6.849341960431477,5,3,4,534,12,At Risk,3,Lost/Inactive
887,14076.0,129,1,118.67,4.867534450455582,0.6931471805599453,4.784737954585425,2,1,1,211,4,Potential Loyalists,0,Loyal Base
888,14077.0,41,5,499.42,3.737669618283368,1.791759469228055,6.215447745819636,3,4,3,343,10,At Risk,2,Potential Loyals
889,14078.0,102,6,1049.37,4.634728988229636,1.9459101490553128,6.956897762032364,2,5,4,254,11,At Risk,2,Potential Loyals
890,14079.0,125,1,375.1,4.836281906951478,0.6931471805599453,5.929855065476291,2,1,2,212,5,Potential Loyalists,0,Loyal Base
891,14080.0,33,1,45.6,3.5263605246161616,0.6931471805599453,3.8416005411316,4,1,1,411,6,Potential Loyalists,0,Loyal Base
892,14081.0,302,2,921.62,5.713732805509369,1.0986122886681098,6.827217448755657,1,2,4,124,7,Potential Loyalists,0,Loyal Base
893,14082.0,365,1,182.25,5.902633333401366,0.6931471805599453,5.2108513407667605,1,1,1,111,3,Lost,0,Loyal Base
894,14083.0,4,9,1002.9,1.6094379124341005,2.302585092994046,6.911647693697481,5,5,4,554,14,Champions,1,Champions
895,14085.0,2,18,4421.29,1.0986122886681098,2.9444389791664403,8.394412940452025,5,5,5,555,15,Champions,1,Champions
896,14087.0,3,1,191.47,1.3862943611198906,0.6931471805599453,5.259940297427033,5,1,1,511,7,Others,3,Lost/Inactive
897,14088.0,10,13,50491.81,2.3978952727983707,2.6390573296152584,10.829586228889369,5,5,5,555,15,Champions,1,Champions
898,14089.0,57,1,158.75,4.060443010546419,0.6931471805599453,5.073610093257644,3,1,1,311,5,Potential Loyalists,0,Loyal Base
899,14090.0,325,1,76.32000000000001,5.786897381366708,0.6931471805599453,4.34795265434013,1,1,1,111,3,Lost,0,Loyal Base
900,14092.0,8,14,4076.91,2.19722457733622,2.70805020110221,8.313339881248881,5,5,5,555,15,Champions,1,Champions
901,14093.0,12,1,433.86,2.5649493574615367,0.6931471805599453,6.075024140206913,5,1,2,512,8,Others,3,Lost/Inactive
902,14096.0,4,17,53249.35,1.6094379124341005,2.8903717578961645,10.882759656320024,5,5,5,555,15,Champions,1,Champions
903,14098.0,37,1,147.35,3.6375861597263857,0.6931471805599453,4.999574346736831,3,1,1,311,5,Potential Loyalists,0,Loyal Base
904,14099.0,16,11,3104.17,2.833213344056216,2.4849066497880004,8.040823743271407,4,5,5,455,14,At Risk,1,Champions
905,14100.0,138,1,191.95,4.934473933130692,0.6931471805599453,5.262431087983628,2,1,1,211,4,Potential Loyalists,0,Loyal Base
906,14101.0,74,6,5976.79,4.31748811353631,1.9459101490553128,8.695806213421232,2,5,5,255,12,At Risk,2,Potential Loyals
907,14102.0,5,5,1105.88,1.791759469228055,1.791759469228055,7.009300525748804,5,4,4,544,13,At Risk,1,Champions
908,14104.0,154,2,216.21,5.043425116919247,1.0986122886681098,5.380864627515602,2,2,1,221,5,Potential Loyalists,0,Loyal Base
909,14105.0,239,1,1266.23,5.480638923341991,0.6931471805599453,7.144588695022355,1,1,4,114,6,Lost,0,Loyal Base
910,14107.0,52,7,2703.23,3.970291913552122,2.079441541679836,7.902572492717126,3,5,5,355,13,At Risk,2,Potential Loyals
911,14108.0,31,2,597.91,3.4657359027997265,1.0986122886681098,6.395111336409363,4,2,3,423,9,Potential Loyalists,3,Lost/Inactive
912,14109.0,73,1,144.2,4.30406509320417,0.6931471805599453,4.978112102390695,2,1,1,211,4,Potential Loyalists,0,Loyal Base
913,14110.0,4,12,5683.15,1.6094379124341005,2.5649493574615367,8.645436878735076,5,5,5,555,15,Champions,1,Champions
914,14111.0,14,4,692.85,2.70805020110221,1.6094379124341005,6.54225579881702,4,4,3,443,11,At Risk,3,Lost/Inactive
915,14112.0,23,7,2915.15,3.1780538303479458,2.079441541679836,7.978019532134758,4,5,5,455,14,At Risk,1,Champions
916,14113.0,4,4,1840.42,1.6094379124341005,1.6094379124341005,7.518292292095946,5,4,4,544,13,At Risk,1,Champions
917,14114.0,274,2,386.53,5.616771097666572,1.0986122886681098,5.959793265151517,1,2,2,122,5,Potential Loyalists,0,Loyal Base
918,14116.0,20,5,1382.74,3.044522437723423,1.791759469228055,7.2325452572578,4,4,4,444,12,At Risk,2,Potential Loyals
919,14117.0,144,1,90.0,4.976733742420574,0.6931471805599453,4.51085950651685,2,1,1,211,4,Potential Loyalists,0,Loyal Base
920,14121.0,4,4,2780.15,1.6094379124341005,1.6094379124341005,7.930619790211972,5,4,5,545,14,At Risk,1,Champions
921,14124.0,84,1,419.58,4.442651256490317,0.6931471805599453,6.041634711020558,2,1,2,212,5,Potential Loyalists,0,Loyal Base
922,14125.0,11,3,2720.63,2.4849066497880004,1.3862943611198906,7.908986244508535,5,3,5,535,13,At Risk,2,Potential Loyals
923,14126.0,8,3,706.1300000000001,2.19722457733622,1.3862943611198906,6.56121452452395,5,3,3,533,11,At Risk,3,Lost/Inactive
924,14127.0,123,3,709.71,4.820281565605037,1.3862943611198906,6.566264470368445,2,3,3,233,8,At Risk,2,Potential Loyals
925,14128.0,61,2,637.5,4.127134385045092,1.0986122886681098,6.459121675472594,3,2,3,323,8,Potential Loyalists,2,Potential Loyals
926,14129.0,2,5,1123.86,1.0986122886681098,1.791759469228055,7.025413862450224,5,4,4,544,13,At Risk,1,Champions
927,14130.0,319,1,480.91,5.768320995793772,0.6931471805599453,6.177757374624178,1,1,3,113,5,Lost,0,Loyal Base
928,14132.0,2,11,3586.03,1.0986122886681098,2.4849066497880004,8.185079841032296,5,5,5,555,15,Champions,1,Champions
929,14133.0,130,3,605.64,4.875197323201151,1.3862943611198906,6.4079355343926805,2,3,3,233,8,At Risk,2,Potential Loyals
930,14135.0,2,15,4690.31,1.0986122886681098,2.772588722239781,8.453467140135627,5,5,5,555,15,Champions,1,Champions
931,14138.0,2,2,965.88,1.0986122886681098,1.0986122886681098,6.874074392613249,5,2,4,524,11,Others,3,Lost/Inactive
932,14139.0,46,1,415.82,3.8501476017100575,0.6931471805599453,6.032654473932845,3,1,2,312,6,Potential Loyalists,3,Lost/Inactive
933,14140.0,4,2,935.05,1.6094379124341005,1.0986122886681098,6.841668893854277,5,2,4,524,11,Others,3,Lost/Inactive
934,14141.0,3,4,915.13,1.3862943611198906,1.6094379124341005,6.820158276001622,5,4,4,544,13,At Risk,3,Lost/Inactive
935,14142.0,373,1,311.81,5.924255797414532,0.6931471805599453,5.745595977469612,1,1,2,112,4,Lost,0,Loyal Base
936,14143.0,134,1,115.8,4.90527477843843,0.6931471805599453,4.760463070394127,2,1,1,211,4,Potential Loyalists,0,Loyal Base
937,14145.0,47,4,3742.2,3.871201010907891,1.6094379124341005,8.227696139552007,3,4,5,345,12,At Risk,2,Potential Loyals
938,14146.0,9,5,4191.0,2.302585092994046,1.791759469228055,8.340933226000878,5,4,5,545,14,At Risk,1,Champions
939,14147.0,78,2,483.4,4.3694478524670215,1.0986122886681098,6.182911011678937,2,2,3,223,7,Potential Loyalists,0,Loyal Base
940,14148.0,234,1,157.2,5.459585514144159,0.6931471805599453,5.063860055333554,1,1,1,111,3,Lost,0,Loyal Base
941,14149.0,221,1,446.62,5.402677381872279,0.6931471805599453,6.103944658191983,1,1,2,112,4,Lost,0,Loyal Base
942,14150.0,36,2,658.64,3.610917912644224,1.0986122886681098,6.49169423166057,3,2,3,323,8,Potential Loyalists,3,Lost/Inactive
943,14152.0,75,2,621.29,4.330733340286331,1.0986122886681098,6.433406222026163,2,2,3,223,7,Potential Loyalists,0,Loyal Base
944,14154.0,239,2,1345.62,5.480638923341991,1.0986122886681098,7.205353028221294,1,2,4,124,7,Potential Loyalists,2,Potential Loyals
945,14155.0,266,1,118.75,5.58724865840025,0.6931471805599453,4.785406236291025,1,1,1,111,3,Lost,0,Loyal Base
946,14157.0,20,2,424.89,3.044522437723423,1.0986122886681098,6.054181096963448,4,2,2,422,8,Potential Loyalists,3,Lost/Inactive
947,14158.0,40,1,507.66,3.713572066704308,0.6931471805599453,6.231779816930511,3,1,3,313,7,Potential Loyalists,3,Lost/Inactive
948,14159.0,20,11,4627.98,3.044522437723423,2.4849066497880004,8.440091820434336,4,5,5,455,14,At Risk,1,Champions
949,14161.0,216,3,1097.62,5.37989735354046,1.3862943611198906,7.001810125730978,1,3,4,134,8,Others,2,Potential Loyals
950,14162.0,174,2,289.36,5.1647859739235145,1.0986122886681098,5.67112153241664,2,2,2,222,6,Potential Loyalists,0,Loyal Base
951,14163.0,87,4,2445.91,4.477336814478207,1.6094379124341005,7.802581283035999,2,4,5,245,11,At Risk,2,Potential Loyals
952,14164.0,71,2,1631.77,4.276666119016055,1.0986122886681098,7.398033237980444,3,2,4,324,9,Potential Loyalists,2,Potential Loyals
953,14165.0,276,1,120.44,5.6240175061873385,0.6931471805599453,4.79942031364732,1,1,1,111,3,Lost,0,Loyal Base
954,14167.0,39,4,562.59,3.688879454113936,1.6094379124341005,6.334327036786916,3,4,3,343,10,At Risk,2,Potential Loyals
955,14171.0,98,1,363.79,4.59511985013459,0.6931471805599453,5.899321845543751,2,1,2,212,5,Potential Loyalists,0,Loyal Base
956,14173.0,11,4,450.84,2.4849066497880004,1.6094379124341005,6.113328134864823,5,4,2,542,11,At Risk,3,Lost/Inactive
957,14174.0,33,1,134.46,3.5263605246161616,0.6931471805599453,4.908676393786758,4,1,1,411,6,Potential Loyalists,3,Lost/Inactive
958,14175.0,60,3,3222.3,4.110873864173311,1.3862943611198906,8.078160958464125,3,3,5,335,11,At Risk,2,Potential Loyals
959,14176.0,297,4,576.9000000000001,5.697093486505405,1.6094379124341005,6.359400843323733,1,4,3,143,8,Loyal Customers,0,Loyal Base
960,14177.0,86,4,549.46,4.465908118654584,1.6094379124341005,6.310754292305705,2,4,3,243,9,At Risk,2,Potential Loyals
961,14178.0,9,7,1580.26,2.302585092994046,2.079441541679836,7.365977276566505,5,5,4,554,14,Champions,1,Champions
962,14179.0,41,2,701.57,3.737669618283368,1.0986122886681098,6.554745040371868,3,2,3,323,8,Potential Loyalists,3,Lost/Inactive
963,14180.0,11,25,4748.52,2.4849066497880004,3.258096538021482,8.465798839290947,5,5,5,555,15,Champions,1,Champions
964,14184.0,67,1,452.89,4.219507705176107,0.6931471805599453,6.117854877935304,3,1,2,312,6,Potential Loyalists,0,Loyal Base
965,14185.0,331,1,197.65,5.805134968916488,0.6931471805599453,5.291544482260608,1,1,1,111,3,Lost,0,Loyal Base
966,14188.0,31,6,2054.36,3.4657359027997265,1.9459101490553128,7.628206294069428,4,5,5,455,14,At Risk,2,Potential Loyals
967,14189.0,2,15,4654.08,1.0986122886681098,2.772588722239781,8.44571437538519,5,5,5,555,15,Champions,1,Champions
968,14191.0,2,13,4684.76,1.0986122886681098,2.6390573296152584,8.452283401366893,5,5,5,555,15,Champions,1,Champions
969,14193.0,68,2,853.39,4.23410650459726,1.0986122886681098,6.750387764017586,3,2,3,323,8,Potential Loyalists,2,Potential Loyals
970,14194.0,5,21,11349.52,1.791759469228055,3.091042453358316,9.337018836838048,5,5,5,555,15,Champions,1,Champions
971,14195.0,202,2,1012.0,5.313205979041787,1.0986122886681098,6.920671504248683,1,2,4,124,7,Potential Loyalists,0,Loyal Base
972,14196.0,107,1,335.52,4.68213122712422,0.6931471805599453,5.818657582682612,2,1,2,212,5,Potential Loyalists,0,Loyal Base
973,14198.0,18,4,701.4,2.9444389791664403,1.6094379124341005,6.554503042320907,4,4,3,443,11,At Risk,2,Potential Loyals
974,14199.0,218,1,185.4,5.389071729816501,0.6931471805599453,5.22789490225149,1,1,1,111,3,Lost,0,Loyal Base
975,14201.0,60,7,747.44,4.110873864173311,2.079441541679836,6.617991040326031,3,5,3,353,11,At Risk,2,Potential Loyals
976,14204.0,2,1,150.61,1.0986122886681098,0.6931471805599453,5.021311434093491,5,1,1,511,7,Others,3,Lost/Inactive
977,14205.0,17,2,466.7,2.8903717578961645,1.0986122886681098,6.147827064731841,4,2,3,423,9,Potential Loyalists,3,Lost/Inactive
978,14206.0,239,1,328.16,5.480638923341991,0.6931471805599453,5.796543954737512,1,1,2,112,4,Lost,0,Loyal Base
979,14208.0,95,1,151.74,4.564348191467836,0.6931471805599453,5.028737129460239,2,1,1,211,4,Potential Loyalists,0,Loyal Base
980,14209.0,11,6,2073.43,2.4849066497880004,1.9459101490553128,7.637441696132993,5,5,5,555,15,Champions,1,Champions
981,14210.0,106,6,1905.84,4.672828834461906,1.9459101490553128,7.553202700664662,2,5,4,254,11,At Risk,2,Potential Loyals
982,14211.0,53,9,2241.1,3.9889840465642745,2.302585092994046,7.715168205670426,3,5,5,355,13,At Risk,2,Potential Loyals
983,14212.0,90,1,1070.48,4.51085950651685,0.6931471805599453,6.976796149317125,2,1,4,214,7,Potential Loyalists,0,Loyal Base
984,14214.0,31,5,1004.38,3.4657359027997265,1.791759469228055,6.913120858480547,4,4,4,444,12,At Risk,2,Potential Loyals
985,14215.0,12,6,1789.72,2.5649493574615367,1.9459101490553128,7.490373052597007,5,5,4,554,14,Champions,1,Champions
986,14216.0,3,4,1839.3,1.3862943611198906,1.6094379124341005,7.517683880791149,5,4,4,544,13,At Risk,1,Champions
987,14217.0,2,17,2004.98,1.0986122886681098,2.8903717578961645,7.603887998382448,5,5,5,555,15,Champions,1,Champions
988,14218.0,43,1,169.48000000000002,3.784189633918261,0.6931471805599453,5.1386179877903615,3,1,1,311,5,Potential Loyalists,0,Loyal Base
989,14219.0,4,1,89.94,1.6094379124341005,0.6931471805599453,4.510199948396864,5,1,1,511,7,Others,3,Lost/Inactive
990,14220.0,247,2,632.4000000000001,5.513428746164983,1.0986122886681098,6.45110213410454,1,2,3,123,6,Potential Loyalists,0,Loyal Base
991,14221.0,42,9,3432.8,3.7612001156935615,2.302585092994046,8.141422798643111,3,5,5,355,13,At Risk,1,Champions
992,14222.0,177,1,683.17,5.181783550292085,0.6931471805599453,6.528206424753791,2,1,3,213,6,Potential Loyalists,0,Loyal Base
993,14223.0,92,3,991.13,4.532599493153256,1.3862943611198906,6.89985414708588,2,3,4,234,9,At Risk,2,Potential Loyals
994,14224.0,110,4,1009.73,4.709530201312334,1.6094379124341005,6.918428121038441,2,4,4,244,10,At Risk,2,Potential Loyals
995,14226.0,29,5,2214.79,3.4011973816621555,1.791759469228055,7.703364278033695,4,4,5,445,13,At Risk,2,Potential Loyals
996,14227.0,26,10,3350.96,3.295836866004329,2.3978952727983707,8.117300528356548,4,5,5,455,14,At Risk,1,Champions
997,14229.0,52,3,1547.2,3.970291913552122,1.3862943611198906,7.344848244770613,3,3,4,334,10,At Risk,2,Potential Loyals
998,14231.0,184,3,925.71,5.220355825078324,1.3862943611198906,6.831640679513165,1,3,4,134,8,Others,2,Potential Loyals
999,14232.0,43,5,2048.07,3.784189633918261,1.791759469228055,7.625141310661702,3,4,5,345,12,At Risk,2,Potential Loyals
1000,14233.0,49,4,1462.72,3.912023005428146,1.6094379124341005,7.288736419398735,3,4,4,344,11,At Risk,2,Potential Loyals
1001,14234.0,22,4,754.12,3.1354942159291497,1.6094379124341005,6.626876677016689,4,4,3,443,11,At Risk,2,Potential Loyals
1002,14235.0,75,5,3144.86,4.330733340286331,1.791759469228055,8.053842581674434,2,4,5,245,11,At Risk,2,Potential Loyals
1003,14236.0,81,2,490.86,4.406719247264253,1.0986122886681098,6.198194123153937,2,2,3,223,7,Potential Loyalists,0,Loyal Base
1004,14237.0,373,1,161.0,5.924255797414532,0.6931471805599453,5.087596335232384,1,1,1,111,3,Lost,0,Loyal Base
1005,14238.0,326,1,146.85,5.7899601708972535,0.6931471805599453,4.996198246298486,1,1,1,111,3,Lost,0,Loyal Base
1006,14239.0,43,11,2380.85,3.784189633918261,2.4849066497880004,7.775632775640216,3,5,5,355,13,At Risk,1,Champions
1007,14240.0,30,2,890.34,3.4339872044851463,1.0986122886681098,6.792725948397371,4,2,4,424,10,Potential Loyalists,3,Lost/Inactive
1008,14241.0,184,1,213.7,5.220355825078324,0.6931471805599453,5.369241704884735,1,1,1,111,3,Lost,0,Loyal Base
1009,14242.0,235,2,280.55,5.4638318050256105,1.0986122886681098,5.640310051700627,1,2,2,122,5,Potential Loyalists,0,Loyal Base
1010,14243.0,9,10,2588.77,2.302585092994046,2.3978952727983707,7.859324347661553,5,5,5,555,15,Champions,1,Champions
1011,14245.0,220,2,1693.45,5.3981627015177525,1.0986122886681098,7.435113483382488,1,2,4,124,7,Potential Loyalists,2,Potential Loyals
1012,14246.0,111,3,1474.06,4.718498871295094,1.3862943611198906,7.296453945912696,2,3,4,234,9,At Risk,2,Potential Loyals
1013,14247.0,278,1,136.77,5.631211781821365,0.6931471805599453,4.925585628056508,1,1,1,111,3,Lost,0,Loyal Base
1014,14248.0,318,1,302.58,5.765191102784844,0.6931471805599453,5.715645167198713,1,1,2,112,4,Lost,0,Loyal Base
1015,14250.0,7,3,1904.05,2.079441541679836,1.3862943611198906,7.552263533935522,5,3,4,534,12,At Risk,3,Lost/Inactive
1016,14251.0,2,5,2879.7000000000003,1.0986122886681098,1.791759469228055,7.965788599152331,5,4,5,545,14,At Risk,1,Champions
1017,14256.0,260,2,969.06,5.564520407322694,1.0986122886681098,6.8773579252545485,1,2,4,124,7,Potential Loyalists,0,Loyal Base
1018,14257.0,64,5,3099.7200000000003,4.174387269895637,1.791759469228055,8.039389621570026,3,4,5,345,12,At Risk,2,Potential Loyals
1019,14258.0,9,9,12669.98,2.302585092994046,2.302585092994046,9.447069618390277,5,5,5,555,15,Champions,1,Champions
1020,14259.0,142,1,120.0,4.962844630259907,0.6931471805599453,4.795790545596741,2,1,1,211,4,Potential Loyalists,0,Loyal Base
1021,14261.0,51,2,1163.45,3.951243718581428,1.0986122886681098,7.060004151519799,3,2,4,324,9,Potential Loyalists,2,Potential Loyals
1022,14262.0,8,8,2618.23,2.19722457733622,2.19722457733622,7.870635660430322,5,5,5,555,15,Champions,1,Champions
1023,14264.0,155,2,333.97,5.049856007249537,1.0986122886681098,5.814040975576219,2,2,2,222,6,Potential Loyalists,0,Loyal Base
1024,14267.0,163,3,1516.24,5.099866427824199,1.3862943611198906,7.3246481738226015,2,3,4,234,9,At Risk,2,Potential Loyals
1025,14270.0,332,1,492.65,5.808142489980444,0.6931471805599453,6.201826764057459,1,1,3,113,5,Lost,0,Loyal Base
1026,14271.0,226,1,112.32,5.424950017481403,0.6931471805599453,4.730215674962316,1,1,1,111,3,Lost,0,Loyal Base
1027,14272.0,74,2,437.96,4.31748811353631,1.0986122886681098,6.08440829275072,2,2,2,222,6,Potential Loyalists,0,Loyal Base
1028,14273.0,51,4,559.97,3.951243718581428,1.6094379124341005,6.329667428156979,3,4,3,343,10,At Risk,2,Potential Loyals
1029,14276.0,99,3,1119.74,4.605170185988092,1.3862943611198906,7.021744460399267,2,3,4,234,9,At Risk,2,Potential Loyals
1030,14280.0,197,1,134.04,5.288267030694535,0.6931471805599453,4.905571030847647,1,1,1,111,3,Lost,0,Loyal Base
1031,14282.0,3,15,3701.44,1.3862943611198906,2.772588722239781,8.216747340743936,5,5,5,555,15,Champions,1,Champions
