customerid,Recency,Frequency,Monetary,R_log,F_log,M_log,R_Score,F_Score,M_Score,RFM_Segment,RFM_Score,Customer_Segment
14412.0,43,2,770.03,3.784189633918261,1.0986122886681098,6.647727283312172,3,3,3,333,9,At Risk
14413.0,362,1,121.05,5.8944028342648505,0.6931471805599453,4.804430796838969,1,1,1,111,3,Lost
14414.0,92,7,1496.98,4.532599493153256,2.0794415416798357,7.311872812853191,2,5,4,254,11,At Risk
14415.0,1,13,5855.57,0.6931471805599453,2.6390573296152584,8.675319386969873,5,5,5,555,15,Champions
14416.0,22,2,490.22,3.1354942159291497,1.0986122886681098,6.1968920926164115,4,3,3,433,10,At Risk
14418.0,4,3,1937.25,1.6094379124341003,1.3862943611198906,7.569540783099068,5,3,4,534,12,At Risk
14419.0,11,6,1051.79,2.4849066497880004,1.9459101490553132,6.959199062045698,5,5,4,554,14,Champions
14420.0,99,1,387.52,4.605170185988092,0.6931471805599453,5.962344648534129,2,1,2,212,5,Potential Loyalists
14421.0,57,2,813.11,4.060443010546419,1.0986122886681098,6.702095492007746,3,3,3,333,9,At Risk
14422.0,1,6,4263.64,0.6931471805599453,1.9459101490553132,8.358113048391361,5,5,5,555,15,Champions
14423.0,218,1,265.2,5.389071729816501,0.6931471805599453,5.5842479059610115,1,1,2,112,4,Lost
14424.0,18,1,322.08,2.9444389791664403,0.6931471805599453,5.777899970574095,4,1,2,412,7,Potential Loyalists
14426.0,24,10,4481.67,3.2188758248682006,2.3978952727983707,8.407974130025062,4,5,5,455,14,At Risk
14427.0,50,2,363.34000000000003,3.9318256327243257,1.0986122886681098,5.898087497602683,3,3,2,332,8,At Risk
14428.0,7,5,1224.06,2.0794415416798357,1.791759469228055,7.110745101371203,5,4,4,544,13,At Risk
14431.0,303,1,470.36,5.717027701406222,0.6931471805599453,6.1556221332742656,1,1,3,113,5,Lost
14432.0,10,6,2248.5,2.3978952727983707,1.9459101490553132,7.7184632482812265,5,5,5,555,15,Champions
14434.0,22,6,1372.8,3.1354942159291497,1.9459101490553132,7.225335901779781,4,5,4,454,13,At Risk
14436.0,99,1,89.06,4.605170185988092,0.6931471805599453,4.500476114873425,2,1,1,211,4,Potential Loyalists
14437.0,366,1,63.0,5.905361848054571,0.6931471805599453,4.1588830833596715,1,1,1,111,3,Lost
14438.0,306,1,131.9,5.726847747587197,0.6931471805599453,4.8895969657192,1,1,1,111,3,Lost
14440.0,8,5,2357.68,2.1972245773362196,1.791759469228055,7.765857419506838,5,4,5,545,14,At Risk
14441.0,1,4,1712.89,0.6931471805599453,1.6094379124341003,7.446520919735376,5,4,4,544,13,At Risk
14443.0,54,4,1420.2,4.007333185232471,1.6094379124341003,7.259256864146872,3,4,4,344,11,At Risk
14446.0,1,4,1005.55,0.6931471805599453,1.6094379124341003,6.914283920944837,5,4,4,544,13,At Risk
14447.0,19,5,1163.23,2.995732273553991,1.791759469228055,7.059815203273879,4,4,4,444,12,At Risk
14448.0,9,2,375.35,2.302585092994046,1.0986122886681098,5.930519561480541,5,3,2,532,10,At Risk
14449.0,19,4,885.8,2.995732273553991,1.6094379124341003,6.787619477742156,4,4,3,443,11,At Risk
14450.0,181,3,483.25,5.204006687076795,1.3862943611198906,6.182601302287106,1,3,3,133,7,Others
14451.0,60,2,643.9,4.110873864173311,1.0986122886681098,6.469095266016332,3,3,3,333,9,At Risk
14452.0,11,2,259.05,2.4849066497880004,1.0986122886681098,5.560873920219081,5,3,2,532,10,At Risk
14453.0,190,1,119.93,5.25227342804663,0.6931471805599453,4.795211865797184,1,1,1,111,3,Lost
14456.0,5,9,3014.32,1.791759469228055,2.302585092994046,8.011461239515993,5,5,5,555,15,Champions
14457.0,311,1,113.64,5.7430031878094825,0.6931471805599453,4.741796783519916,1,1,1,111,3,Lost
14459.0,155,1,1837.92,5.049856007249537,0.6931471805599453,7.516933721754878,2,1,4,214,7,Potential Loyalists
14460.0,110,3,434.34,4.709530201312334,1.3862943611198906,6.076127334986691,2,3,2,232,7,At Risk
14461.0,148,3,2102.67,5.003946305945459,1.3862943611198906,7.651438717449813,2,3,5,235,10,At Risk
14462.0,66,11,1975.57,4.204692619390966,2.4849066497880004,7.589118298249244,3,5,5,355,13,At Risk
14463.0,98,3,529.62,4.59511985013459,1.3862943611198906,6.2740461341708045,2,3,3,233,8,At Risk
14465.0,247,3,1038.44,5.5134287461649825,1.3862943611198906,6.946437385574481,1,3,4,134,8,Others
14466.0,29,7,2272.4,3.4011973816621555,2.0794415416798357,7.72903178725261,4,5,5,455,14,At Risk
14467.0,18,4,596.26,2.9444389791664403,1.6094379124341003,6.392352529473033,4,4,3,443,11,At Risk
14470.0,12,2,461.19,2.5649493574615367,1.0986122886681098,6.135976061950666,5,3,2,532,10,At Risk
14472.0,104,8,1852.67,4.653960350157523,2.1972245773362196,7.524922736755564,2,5,4,254,11,At Risk
14473.0,74,2,234.34,4.31748811353631,1.0986122886681098,5.461031277035783,2,3,1,231,6,At Risk
14474.0,46,1,547.66,3.8501476017100584,0.6931471805599453,6.3074789418267985,3,1,3,313,7,Potential Loyalists
14475.0,72,3,925.85,4.290459441148391,1.3862943611198906,6.831791740175098,2,3,4,234,9,At Risk
14476.0,257,1,193.0,5.552959584921617,0.6931471805599453,5.267858159063328,1,1,1,111,3,Lost
14477.0,20,4,1309.6,3.044522437723423,1.6094379124341003,7.178240326605397,4,4,4,444,12,At Risk
14479.0,254,2,316.25,5.541263545158426,1.0986122886681098,5.759690106594497,1,3,2,132,6,Others
14480.0,11,1,279.05,2.4849066497880004,0.6931471805599453,5.634968158655841,5,1,2,512,8,Others
14481.0,165,2,636.51,5.111987788356544,1.0986122886681098,6.457569963184063,2,3,3,233,8,At Risk
14482.0,18,6,2022.81,2.9444389791664403,1.9459101490553132,7.6127371524831755,4,5,5,455,14,At Risk
14483.0,282,1,137.1,5.645446897643238,0.6931471805599453,4.9279780604152466,1,1,1,111,3,Lost
14484.0,50,1,321.92,3.9318256327243257,0.6931471805599453,5.777404614526815,3,1,2,312,6,Potential Loyalists
14485.0,39,1,162.8,3.6888794541139363,0.6931471805599453,5.098646171418969,3,1,1,311,5,Potential Loyalists
14487.0,27,6,1165.48,3.332204510175204,1.9459101490553132,7.06174594600803,4,5,4,454,13,At Risk
14488.0,68,1,1064.28,4.23410650459726,0.6931471805599453,6.97099295438666,3,1,4,314,8,Potential Loyalists
14489.0,207,1,463.38,5.337538079701318,0.6931471805599453,6.14070318257422,1,1,2,112,4,Lost
14491.0,175,2,340.93,5.170483995038151,1.0986122886681098,5.834606037750557,2,3,2,232,7,At Risk
14493.0,7,5,2383.2400000000002,2.0794415416798357,1.791759469228055,7.7766356942591806,5,4,5,545,14,At Risk
14494.0,26,1,139.56,3.295836866004329,0.6931471805599453,4.945634443878841,4,1,1,411,6,Potential Loyalists
14495.0,51,2,123.80000000000001,3.9512437185814275,1.0986122886681098,4.826712455935327,3,3,1,331,7,At Risk
14496.0,312,2,538.8100000000001,5.746203190540153,1.0986122886681098,6.2912172257920815,1,3,3,133,7,Others
14497.0,309,1,475.37,5.736572297479192,0.6931471805599453,6.166194863206115,1,1,3,113,5,Lost
14498.0,43,5,1957.32,3.784189633918261,1.791759469228055,7.579842241810434,3,4,5,345,12,At Risk
14499.0,26,3,808.44,3.295836866004329,1.3862943611198906,6.696342650543626,4,3,3,433,10,At Risk
14500.0,88,3,356.85,4.48863636973214,1.3862943611198906,5.880113904184607,2,3,2,232,7,At Risk
14501.0,184,2,251.21,5.220355825078324,1.0986122886681098,5.530262073815315,1,3,2,132,6,Others
14502.0,20,11,2426.79,3.044522437723423,2.4849066497880004,7.794736657499787,4,5,5,455,14,At Risk
14503.0,3,6,3543.26,1.3862943611198906,1.9459101490553132,8.173084672465158,5,5,5,555,15,Champions
14504.0,47,4,673.26,3.871201010907891,1.6094379124341003,6.513615793203887,3,4,3,343,10,At Risk
14505.0,17,8,5859.43,2.8903717578961645,2.1972245773362196,8.675978258718553,4,5,5,455,14,At Risk
14506.0,17,5,1960.65,2.8903717578961645,1.791759469228055,7.5815412348134545,4,4,5,445,13,At Risk
14507.0,24,6,1367.88,3.2188758248682006,1.9459101490553132,7.221748166223715,4,5,4,454,13,At Risk
14508.0,22,2,268.05,3.1354942159291497,1.0986122886681098,5.594897235935429,4,3,2,432,9,At Risk
14511.0,11,5,1314.81,2.4849066497880004,1.791759469228055,7.182207724562218,5,4,4,544,13,At Risk
14512.0,188,2,275.28,5.241747015059643,1.0986122886681098,5.621414844220772,1,3,2,132,6,Others
14513.0,101,3,455.59000000000003,4.624972813284271,1.3862943611198906,6.1237858328484185,2,3,2,232,7,At Risk
14514.0,61,3,990.2,4.127134385045092,1.3862943611198906,6.898916330314933,3,3,4,334,10,At Risk
14515.0,18,6,2076.89,2.9444389791664403,1.9459101490553132,7.63910823474312,4,5,5,455,14,At Risk
14517.0,33,2,330.45,3.5263605246161616,1.0986122886681098,5.8034769686874,4,3,2,432,9,At Risk
14518.0,64,1,174.37,4.174387269895637,0.6931471805599453,5.166898027681201,3,1,1,311,5,Potential Loyalists
14520.0,2,2,270.6,1.0986122886681098,1.0986122886681098,5.604330395684541,5,3,2,532,10,At Risk
14522.0,24,4,974.54,3.2188758248682006,1.6094379124341003,6.882991163835519,4,4,4,444,12,At Risk
14523.0,108,1,241.09,4.6913478822291435,0.6931471805599453,5.489309557845162,2,1,2,212,5,Potential Loyalists
14524.0,32,9,1843.83,3.4965075614664802,2.302585092994046,7.520142411307983,4,5,4,454,13,At Risk
14525.0,20,9,4215.9,3.044522437723423,2.302585092994046,8.346855539924958,4,5,5,455,14,At Risk
14527.0,3,55,8506.13,1.3862943611198906,4.02535169073515,9.048659914391978,5,5,5,555,15,Champions
14528.0,37,1,364.21999999999997,3.6375861597263857,0.6931471805599453,5.900499911733888,3,1,2,312,6,Potential Loyalists
14529.0,60,3,578.61,4.110873864173311,1.3862943611198906,6.362355463575814,3,3,3,333,9,At Risk
14530.0,26,6,2862.11,3.295836866004329,1.9459101490553132,7.959663725596504,4,5,5,455,14,At Risk
14532.0,236,4,932.85,5.4680601411351315,1.6094379124341003,6.839315825759616,1,4,4,144,9,Loyal Customers
14533.0,25,7,1949.72,3.258096538021482,2.0794415416798357,7.575953814178117,4,5,4,454,13,At Risk
14534.0,3,18,4395.65,1.3862943611198906,2.9444389791664403,8.388598166285497,5,5,5,555,15,Champions
14535.0,60,3,2854.84,4.110873864173311,1.3862943611198906,7.957121299481198,3,3,5,335,11,At Risk
14536.0,260,1,170.95,5.564520407322694,0.6931471805599453,5.147203736878275,1,1,1,111,3,Lost
14537.0,58,1,355.56,4.07753744390572,0.6931471805599453,5.876502528638301,3,1,2,312,6,Potential Loyalists
14538.0,65,2,388.25,4.189654742026425,1.0986122886681098,5.964221810714108,3,3,2,332,8,At Risk
14539.0,16,2,537.48,2.833213344056216,1.0986122886681098,6.288750355702458,4,3,3,433,10,At Risk
14540.0,10,3,952.66,2.3978952727983707,1.3862943611198906,6.860307213794826,5,3,4,534,12,At Risk
14541.0,59,8,1453.35,4.0943445622221,2.1972245773362196,7.282314344394418,3,5,4,354,12,At Risk
14542.0,186,1,103.25,5.231108616854587,0.6931471805599453,4.646791860678911,1,1,1,111,3,Lost
14543.0,29,16,3560.08,3.4011973816621555,2.833213344056216,8.17781914862498,4,5,5,455,14,At Risk
14544.0,24,2,2004.3,3.2188758248682006,1.0986122886681098,7.603548954482988,4,3,5,435,12,At Risk
14546.0,5,5,2573.93,1.791759469228055,1.791759469228055,7.853577628262313,5,4,5,545,14,At Risk
14547.0,4,8,3974.75,1.6094379124341003,2.1972245773362196,8.287968688536026,5,5,5,555,15,Champions
14548.0,151,2,652.8,5.0238805208462765,1.0986122886681098,6.48280149429011,2,3,3,233,8,At Risk
14549.0,311,1,289.24,5.7430031878094825,0.6931471805599453,5.670708166926771,1,1,2,112,4,Lost
14550.0,11,2,757.37,2.4849066497880004,1.0986122886681098,6.631171393196389,5,3,3,533,11,At Risk
14551.0,18,2,186.23,2.9444389791664403,1.0986122886681098,5.232337807614061,4,3,1,431,8,At Risk
14552.0,152,1,164.22,5.030437921392435,0.6931471805599453,5.10727791913436,2,1,1,211,4,Potential Loyalists
14553.0,19,5,859.27,2.995732273553991,1.791759469228055,6.757246293462842,4,4,3,443,11,At Risk
14554.0,10,4,2279.4900000000002,2.3978952727983707,1.6094379124341003,7.7321456111388525,5,4,5,545,14,At Risk
14555.0,57,2,312.54,4.060443010546419,1.0986122886681098,5.747926943640385,3,3,2,332,8,At Risk
14557.0,85,1,788.38,4.454347296253507,0.6931471805599453,6.671247827209794,2,1,3,213,6,Potential Loyalists
14560.0,7,22,2237.77,2.0794415416798357,3.1354942159291497,7.71368188689169,5,5,5,555,15,Champions
14561.0,76,3,1080.76,4.343805421853684,1.3862943611198906,6.986344623342368,2,3,4,234,9,At Risk
14562.0,4,18,5006.77,1.6094379124341003,2.9444389791664403,8.518745985207708,5,5,5,555,15,Champions
14565.0,96,4,3099.12,4.574710978503383,1.6094379124341003,8.039196099401456,2,4,5,245,11,At Risk
14567.0,57,2,1530.3600000000001,4.060443010546419,1.0986122886681098,7.3339115084475965,3,3,4,334,10,At Risk
14569.0,1,1,227.39,0.6931471805599453,0.6931471805599453,5.431054693986231,5,1,1,511,7,Others
14570.0,281,2,217.21,5.641907070938114,1.0986122886681098,5.385457901863037,1,3,1,131,5,Others
14572.0,3,7,2804.54,1.3862943611198906,2.0794415416798357,7.93935131279746,5,5,5,555,15,Champions
14573.0,180,9,1639.82,5.198497031265826,2.302585092994046,7.402951395859895,1,5,4,154,10,Loyal Customers
14576.0,372,1,35.400000000000006,5.921578419643816,0.6931471805599453,3.594568774642695,1,1,1,111,3,Lost
14577.0,13,4,859.71,2.6390573296152584,1.6094379124341003,6.757757630038034,5,4,3,543,12,At Risk
14578.0,3,1,168.63,1.3862943611198906,0.6931471805599453,5.133619594507631,5,1,1,511,7,Others
14581.0,17,1,138.6,2.8903717578961645,0.6931471805599453,4.938781190328272,4,1,1,411,6,Potential Loyalists
14582.0,41,1,114.11,3.7376696182833684,0.6931471805599453,4.74588819292697,3,1,1,311,5,Potential Loyalists
14583.0,6,5,986.96,1.9459101490553132,1.791759469228055,6.895642211098335,5,4,4,544,13,At Risk
14584.0,169,4,1033.06,5.135798437050262,1.6094379124341003,6.941248080464172,2,4,4,244,10,At Risk
14585.0,50,1,157.05,3.9318256327243257,0.6931471805599453,5.062911438661627,3,1,1,311,5,Potential Loyalists
14586.0,277,1,237.35999999999999,5.627621113690637,0.6931471805599453,5.473782135878778,1,1,1,111,3,Lost
14587.0,19,9,1580.29,2.995732273553991,2.302585092994046,7.365996248598568,4,5,4,454,13,At Risk
14589.0,372,1,39.75,5.921578419643816,0.6931471805599453,3.7074558396868715,1,1,1,111,3,Lost
14591.0,15,4,1320.21,2.772588722239781,1.6094379124341003,7.18630326236477,4,4,4,444,12,At Risk
14592.0,35,3,557.94,3.58351893845611,1.3862943611198906,6.326042132868397,3,3,3,333,9,At Risk
14593.0,22,3,617.15,3.1354942159291497,1.3862943611198906,6.426731146452936,4,3,3,433,10,At Risk
14594.0,7,2,363.33,2.0794415416798357,1.0986122886681098,5.898060050335743,5,3,2,532,10,At Risk
14595.0,20,6,1740.6000000000001,3.044522437723423,1.9459101490553132,7.462559509920338,4,5,4,454,13,At Risk
14597.0,11,2,866.24,2.4849066497880004,1.0986122886681098,6.76531575508289,5,3,3,533,11,At Risk
14598.0,44,1,221.97,3.8066624897703196,0.6931471805599453,5.40703723326228,3,1,1,311,5,Potential Loyalists
14600.0,306,1,393.33000000000004,5.726847747587197,0.6931471805599453,5.977188122189173,1,1,2,112,4,Lost
14601.0,11,1,213.96,2.4849066497880004,0.6931471805599453,5.370451964307236,5,1,1,511,7,Others
14603.0,275,1,660.0,5.62040086571715,0.6931471805599453,6.493753839851686,1,1,3,113,5,Lost
14606.0,1,90,11926.15,0.6931471805599453,4.51085950651685,9.38657259300667,5,5,5,555,15,Champions
14607.0,16,12,15021.5,2.833213344056216,2.5649493574615367,9.617304356208082,4,5,5,455,14,At Risk
14608.0,4,4,1785.15,1.6094379124341003,1.6094379124341003,7.48781774447192,5,4,4,544,13,At Risk
14609.0,72,4,601.56,4.290459441148391,1.6094379124341003,6.401187245468788,2,4,3,243,9,At Risk
14616.0,243,3,406.08000000000004,5.497168225293202,1.3862943611198906,6.009009726323731,1,3,2,132,6,Others
14618.0,9,3,553.44,2.302585092994046,1.3862943611198906,6.317958595345153,5,3,3,533,11,At Risk
14619.0,246,1,394.44,5.5093883366279774,0.6931471805599453,5.979999068998704,1,1,2,112,4,Lost
14620.0,206,2,412.78000000000003,5.332718793265369,1.0986122886681098,6.0253344316155975,1,3,2,132,6,Others
14621.0,1,5,1788.3600000000001,0.6931471805599453,1.791759469228055,7.489613293002015,5,4,4,544,13,At Risk
14622.0,185,1,320.58000000000004,5.225746673713202,0.6931471805599453,5.773246346316266,1,1,2,112,4,Lost
14623.0,32,5,882.02,3.4965075614664802,1.791759469228055,6.783347850404076,4,4,3,443,11,At Risk
14624.0,57,2,225.85,4.060443010546419,1.0986122886681098,5.424289006109973,3,3,1,331,7,At Risk
14625.0,196,2,899.63,5.2832037287379885,1.0986122886681098,6.803094518438584,1,3,4,134,8,Others
14626.0,24,4,2791.27,3.2188758248682006,1.6094379124341003,7.934610164077709,4,4,5,445,13,At Risk
14628.0,91,2,671.96,4.5217885770490405,1.0986122886681098,6.511685892514335,2,3,3,233,8,At Risk
14629.0,4,2,955.26,1.6094379124341003,1.0986122886681098,6.863029842602406,5,3,4,534,12,At Risk
14631.0,51,3,1006.98,3.9512437185814275,1.3862943611198906,6.915703607164632,3,3,4,334,10,At Risk
14632.0,263,1,114.56,5.575949103146316,0.6931471805599453,4.749789875598035,1,1,1,111,3,Lost
14633.0,266,1,344.90000000000003,5.58724865840025,0.6931471805599453,5.846149715943123,1,1,2,112,4,Lost
14636.0,36,2,609.85,3.6109179126442243,1.0986122886681098,6.414851429850069,3,3,3,333,9,At Risk
14638.0,51,1,443.6,3.9512437185814275,0.6931471805599453,6.097175001530096,3,1,2,312,6,Potential Loyalists
14639.0,52,6,2984.4900000000002,3.970291913552122,1.9459101490553132,8.001519166458744,3,5,5,355,13,At Risk
14640.0,24,6,2107.38,3.2188758248682006,1.9459101490553132,7.653675159070001,4,5,5,455,14,At Risk
14641.0,22,1,110.46000000000001,3.1354942159291497,0.6931471805599453,4.7136657821413905,4,1,1,411,6,Potential Loyalists
14642.0,59,1,96.12,4.0943445622221,0.6931471805599453,4.575947327311188,3,1,1,311,5,Potential Loyalists
14643.0,170,2,693.8100000000001,5.14166355650266,1.0986122886681098,6.54363842689435,2,3,3,233,8,At Risk
14644.0,68,2,830.76,4.23410650459726,1.0986122886681098,6.723543937669715,3,3,3,333,9,At Risk
14645.0,157,2,597.09,5.062595033026967,1.0986122886681098,6.393741244298632,2,3,3,233,8,At Risk
14647.0,201,1,236.04000000000002,5.308267697401205,0.6931471805599453,5.4682289032653095,1,1,1,111,3,Lost
14649.0,5,4,1402.59,1.791759469228055,1.6094379124341003,7.246788519146775,5,4,4,544,13,At Risk
14651.0,67,2,653.75,4.219507705176107,1.0986122886681098,6.484253483387821,3,3,3,333,9,At Risk
14652.0,77,1,114.18,4.356708826689592,0.6931471805599453,4.7464961220785264,2,1,1,211,4,Potential Loyalists
14653.0,1,7,1916.7,0.6931471805599453,2.0794415416798357,7.55888183027947,5,5,4,554,14,Champions
14655.0,8,4,1932.23,2.1972245773362196,1.6094379124341003,7.5669474581621285,5,4,4,544,13,At Risk
14656.0,169,2,291.05,5.135798437050262,1.0986122886681098,5.676925020486318,2,3,2,232,7,At Risk
14657.0,18,4,848.22,2.9444389791664403,1.6094379124341003,6.744318281129723,4,4,3,443,11,At Risk
14658.0,5,2,247.15,1.791759469228055,1.0986122886681098,5.51403340203345,5,3,2,532,10,At Risk
14659.0,9,9,2529.93,2.302585092994046,2.302585092994046,7.836342103110113,5,5,5,555,15,Champions
14660.0,87,2,285.74,4.477336814478207,1.0986122886681098,5.6585758818181215,2,3,2,232,7,At Risk
14661.0,27,1,107.95,3.332204510175204,0.6931471805599453,4.690889061390629,4,1,1,411,6,Potential Loyalists
14662.0,29,4,741.37,3.4011973816621555,1.6094379124341003,6.609847771172747,4,4,3,443,11,At Risk
14664.0,20,2,636.24,3.044522437723423,1.0986122886681098,6.4571463507046944,4,3,3,433,10,At Risk
14665.0,61,5,1835.7,4.127134385045092,1.791759469228055,7.5157257621344895,3,4,4,344,11,At Risk
14666.0,24,1,179.95,3.2188758248682006,0.6931471805599453,5.198220750009751,4,1,1,411,6,Potential Loyalists
14667.0,11,25,9170.79,2.4849066497880004,3.258096538021482,9.123887747945949,5,5,5,555,15,Champions
14669.0,242,3,1259.24,5.493061443340548,1.3862943611198906,7.139057457997714,1,3,4,134,8,Others
14670.0,280,2,392.86,5.638354669333745,1.0986122886681098,5.97599551620405,1,3,2,132,6,Others
14672.0,235,2,765.5500000000001,5.4638318050256105,1.0986122886681098,6.641899927756463,1,3,3,133,7,Others
14673.0,3,5,1736.4,1.3862943611198906,1.791759469228055,7.46014502182582,5,4,4,544,13,At Risk
14675.0,16,1,596.36,2.833213344056216,0.6931471805599453,6.392519946727447,4,1,3,413,8,Potential Loyalists
14676.0,31,6,2548.2400000000002,3.4657359027997265,1.9459101490553132,7.843550554514272,4,5,5,455,14,At Risk
14680.0,25,16,28754.11,3.258096538021482,2.833213344056216,10.266570769562204,4,5,5,455,14,At Risk
14681.0,71,3,498.95,4.276666119016055,1.3862943611198906,6.214508093421858,3,3,3,333,9,At Risk
14682.0,188,2,52.0,5.241747015059643,1.0986122886681098,3.970291913552122,1,3,1,131,5,Others
14684.0,26,5,1201.51,3.295836866004329,1.791759469228055,7.092166317953654,4,4,4,444,12,At Risk
14687.0,107,1,628.38,4.68213122712422,0.6931471805599453,6.444735207830545,2,1,3,213,6,Potential Loyalists
14688.0,8,21,5579.1,2.1972245773362196,3.091042453358316,8.626961976361729,5,5,5,555,15,Champions
14689.0,209,1,112.80000000000001,5.3471075307174685,0.6931471805599453,4.73444252169223,1,1,1,111,3,Lost
14690.0,44,2,355.05,3.8066624897703196,1.0986122886681098,5.875071170428134,3,3,2,332,8,At Risk
14691.0,31,5,2114.33,3.4657359027997265,1.791759469228055,7.656966107678013,4,4,5,445,13,At Risk
14692.0,137,4,591.55,4.927253685157205,1.6094379124341003,6.384435257634458,2,4,3,243,9,At Risk
14693.0,264,1,172.9,5.579729825986222,0.6931471805599453,5.158480421360237,1,1,1,111,3,Lost
14696.0,4,7,2078.95,1.6094379124341003,2.0794415416798357,7.640099133944896,5,5,5,555,15,Champions
14697.0,218,2,188.61,5.389071729816501,1.0986122886681098,5.2449693310461125,1,3,1,131,5,Others
14698.0,2,5,1217.27,1.0986122886681098,1.791759469228055,7.105187098580444,5,4,4,544,13,At Risk
14699.0,214,1,109.13000000000001,5.3706380281276624,0.6931471805599453,4.701661486176853,1,1,1,111,3,Lost
14700.0,32,3,2195.1,3.4965075614664802,1.3862943611198906,7.694438338933248,4,3,5,435,12,At Risk
14701.0,11,9,2526.09,2.4849066497880004,2.302585092994046,7.834823722108157,5,5,5,555,15,Champions
14702.0,1,17,3251.79,0.6931471805599453,2.8903717578961645,8.087268368594886,5,5,5,555,15,Champions
14703.0,15,1,318.17,2.772588722239781,0.6931471805599453,5.765723876196384,4,1,2,412,7,Potential Loyalists
14704.0,20,7,1461.6200000000001,3.044522437723423,2.0794415416798357,7.28798462702204,4,5,4,454,13,At Risk
14705.0,199,1,179.0,5.298317366548036,0.6931471805599453,5.19295685089021,1,1,1,111,3,Lost
14708.0,3,3,1126.3700000000001,1.3862943611198906,1.3862943611198906,7.027642765394543,5,3,4,534,12,At Risk
14709.0,15,13,4921.04,2.772588722239781,2.6390573296152584,8.501478357695712,4,5,5,455,14,At Risk
14710.0,14,4,599.48,2.70805020110221,1.6094379124341003,6.39772933538671,4,4,3,443,11,At Risk
14711.0,10,11,2839.62,2.3978952727983707,2.4849066497880004,7.951777617188277,5,5,5,555,15,Champions
14712.0,29,3,917.07,3.4011973816621555,1.3862943611198906,6.822273640436711,4,3,4,434,11,At Risk
14713.0,9,11,2662.2,2.302585092994046,2.4849066497880004,7.887283686260815,5,5,5,555,15,Champions
14714.0,24,1,160.19,3.2188758248682006,0.6931471805599453,5.08258379340884,4,1,1,411,6,Potential Loyalists
14715.0,25,4,867.38,3.258096538021482,1.6094379124341003,6.766629406877568,4,4,3,443,11,At Risk
14716.0,43,2,307.51,3.784189633918261,1.0986122886681098,5.73175425773095,3,3,2,332,8,At Risk
14719.0,2,5,1581.84,1.0986122886681098,1.791759469228055,7.366975980862403,5,4,4,544,13,At Risk
14720.0,6,3,663.81,1.9459101490553132,1.3862943611198906,6.499501285546037,5,3,3,533,11,At Risk
14722.0,147,1,180.42,4.997212273764115,0.6931471805599453,5.200814785186798,2,1,1,211,4,Potential Loyalists
14723.0,10,6,1120.66,2.3978952727983707,1.9459101490553132,7.022565009856652,5,5,4,554,14,Champions
14725.0,25,1,655.58,3.258096538021482,0.6931471805599453,6.487044544658406,4,1,3,413,8,Potential Loyalists
14727.0,274,1,268.58,5.616771097666572,0.6931471805599453,5.596865192310124,1,1,2,112,4,Lost
14729.0,374,1,313.49,5.926926025970411,0.6931471805599453,5.750952279132591,1,1,2,112,4,Lost
14730.0,1,8,1897.57,0.6931471805599453,2.1972245773362196,7.548856250206247,5,5,4,554,14,Champions
14731.0,47,3,380.02,3.871201010907891,1.3862943611198906,5.942851867187289,3,3,2,332,8,At Risk
14732.0,8,8,2702.4900000000002,2.1972245773362196,2.1972245773362196,7.902298809906397,5,5,5,555,15,Champions
14733.0,16,12,9585.91,2.833213344056216,2.5649493574615367,9.168153905320404,4,5,5,455,14,At Risk
14735.0,4,31,6050.6900000000005,1.6094379124341003,3.4657359027997265,8.708092850860032,5,5,5,555,15,Champions
14737.0,4,3,1164.55,1.6094379124341003,1.3862943611198906,7.060948357598531,5,3,4,534,12,At Risk
14738.0,43,7,1314.45,3.784189633918261,2.0794415416798357,7.181934091396172,3,5,4,354,12,At Risk
14739.0,4,7,3902.28,1.6094379124341003,2.0794415416798357,8.269572504294867,5,5,5,555,15,Champions
14740.0,197,3,1448.21,5.288267030694535,1.3862943611198906,7.278773859355933,1,3,4,134,8,Others
14741.0,12,6,1400.3400000000001,2.5649493574615367,1.9459101490553132,7.245184200691345,5,5,4,554,14,Champions
14744.0,16,7,1099.98,2.833213344056216,2.0794415416798357,7.00395597125342,4,5,4,454,13,At Risk
14745.0,113,5,1220.26,4.736198448394496,1.791759469228055,7.107638391655096,2,4,4,244,10,At Risk
14747.0,249,1,328.2,5.521460917862246,0.6931471805599453,5.796665468802915,1,1,2,112,4,Lost
14748.0,29,5,1415.75,3.4011973816621555,1.791759469228055,7.256120795049728,4,4,4,444,12,At Risk
14752.0,44,1,389.64000000000004,3.8066624897703196,0.6931471805599453,5.967786419753405,3,1,2,312,6,Potential Loyalists
14753.0,87,1,563.15,4.477336814478207,0.6931471805599453,6.335320173584455,2,1,3,213,6,Potential Loyalists
14754.0,45,2,638.05,3.828641396489095,1.0986122886681098,6.459982698577723,3,3,3,333,9,At Risk
14755.0,10,11,5010.28,2.3978952727983707,2.4849066497880004,8.519446650469105,5,5,5,555,15,Champions
14756.0,15,1,738.96,2.772588722239781,0.6931471805599453,6.606596130683188,4,1,3,413,8,Potential Loyalists
14757.0,75,1,420.5,4.330733340286331,0.6931471805599453,6.04381977744191,2,1,2,212,5,Potential Loyalists
14758.0,145,4,1484.06,4.983606621708336,1.6094379124341003,7.303210454460983,2,4,4,244,10,At Risk
